,name,nutritions,tags,Ingredients,persons,time,url,image
207,Traybake van drumsticks en krieltjes,"['energie', '640 kcal', 'koolhydraten', '63 g', 'waarvan suikers', '18 g', 'natrium', '640 mg', 'eiwit', '28 g', 'vet', '29 g', 'waarvan verzadigd', '5 g', 'vezels', '7 g']","['budget', 'oven', 'hoofdgerecht']","['knoflook', 'verse tijm', 'milde olijfolie', 'koelverse kleine krieltjes', 'kipdrumstick', 'vloeibare honing', 'milde mosterd', 'tomaat', 'rucola']",4,15,https://www.ah.nl/allerhande/recept/R-R1194012/traybake-van-drumsticks-en-krieltjes,https://static.ah.nl/static/recepten/img_RAM_PRD134317_1024x748_JPG.jpg
208,Pizza funghi,"['energie', '790 kcal', 'koolhydraten', '103 g', 'waarvan suikers', '10 g', 'natrium', '1320 mg', 'eiwit', '32 g', 'vet', '26 g', 'waarvan verzadigd', '10 g', 'vezels', '8 g']","['zonder vlees/vis', 'oven', 'italiaans', 'hoofdgerecht']","['koud water', 'Tipo 00 bloem voor pizzadeeg', 'gedroogde gist', 'traditionele olijfolie', 'knoflook', 'paddenstoelen voor risotto', 'mozzarella', 'griesmeel', 'Mutti le verdurine in tube', 'verse basilicum']",4,35,https://www.ah.nl/allerhande/recept/R-R1193993/pizza-funghi,https://static.ah.nl/static/recepten/img_RAM_PRD134335_1024x748_JPG.jpg
209,Geroosterde-bloemkoolsalade met tonijn ,"['energie', '460 kcal', 'koolhydraten', '43 g', 'waarvan suikers', '20 g', 'natrium', '240 mg', 'eiwit', '27 g', 'vet', '18 g', 'waarvan verzadigd', '4 g', 'vezels', '10 g']","['glutenvrij', 'zonder vlees', 'oven', 'salade', 'hoofdgerecht']","['middelgrote ui', 'milde olijfolie', 'kerriepoeder', 'verse selderij', 'Griekse yoghurt', 'appel azijn', 'cannellinibonen in blik', 'rozijnen', 'tonijnmoot in water']",2,25,https://www.ah.nl/allerhande/recept/R-R1193979/geroosterde-bloemkoolsalade-met-tonijn,https://static.ah.nl/static/recepten/img_RAM_PRD134281_1024x748_JPG.jpg
210,"Taco’s met kibbeling, rodekool &amp; alliolidressing","['energie', '815 kcal', 'koolhydraten', '61 g', 'waarvan suikers', '8 g', 'natrium', '1160 mg', 'eiwit', '24 g', 'vet', '50 g', 'waarvan verzadigd', '6 g', 'vezels', '12 g']","['lactosevrij', 'zonder vlees', 'oven', 'wrap', 'hoofdgerecht']","['limoen', 'verse koriander', 'allioli', 'water', 'gesneden rodekool', 'peen julienne', 'traditionele olijfolie', 'eetrijpe avocado', 'gordita']",4,15,https://www.ah.nl/allerhande/recept/R-R1193969/taco-s-met-kibbeling-rodekool-en-alliolidressing,https://static.ah.nl/static/recepten/img_RAM_PRD134313_1024x748_JPG.jpg
211,Pizza pepperoni,"['energie', '840 kcal', 'koolhydraten', '100 g', 'waarvan suikers', '10 g', 'natrium', '1160 mg', 'eiwit', '32 g', 'vet', '33 g', 'waarvan verzadigd', '11 g', 'vezels', '7 g']","['oven', 'italiaans', 'hoofdgerecht']","['droge gist', 'warm water', 'tarwebloem', 'zout', 'milde olijfolie', 'tomatenpuree in blik', 'uienpoeder', 'gedroogde oregano', 'rode ui', 'geraspte mozzarella', 'pepperoni', 'jalapeñopeper in pot']",4,20,https://www.ah.nl/allerhande/recept/R-R1193924/pizza-pepperoni,https://static.ah.nl/static/recepten/img_RAM_PRD132073_1024x748_JPG.jpg
212,Gazpacho van tomaat en paprika met knoflooktoast,"['energie', '360 kcal', 'koolhydraten', '38 g', 'waarvan suikers', '10 g', 'natrium', '360 mg', 'eiwit', '11 g', 'vet', '16 g', 'waarvan verzadigd', '3 g', 'vezels', '9 g']","['gezond', 'veganistisch', 'oven', 'soep', 'hoofdgerecht']","['knoflook', 'milde olijfolie', 'volkorenbrood', 'paprikamix', 'rode ui', 'komkommer', 'trostomaat', 'rodewijnazijn']",4,15,https://www.ah.nl/allerhande/recept/R-R1193914/gazpacho-van-tomaat-en-paprika-met-knoflooktoast,https://static.ah.nl/static/recepten/img_RAM_PRD149234_1024x748_JPG.jpg
213,Pizza Hawaï,"['energie', '840 kcal', 'koolhydraten', '119 g', 'waarvan suikers', '10 g', 'natrium', '1600 mg', 'eiwit', '38 g', 'vet', '22 g', 'waarvan verzadigd', '12 g', 'vezels', '6 g']","['oven', 'italiaans', 'hoofdgerecht']","['ananasschijven op sap', 'koelverse pizzabodem tomaat', 'geraspte Goudse jonge kaas']",4,10,https://www.ah.nl/allerhande/recept/R-R1193913/pizza-hawai,https://static.ah.nl/static/recepten/img_RAM_PRD134303_1024x748_JPG.jpg
214,Traybake van geroosterde paprika en kipdijfilet,"['energie', '375 kcal', 'koolhydraten', '14 g', 'waarvan suikers', '12 g', 'natrium', '800 mg', 'eiwit', '21 g', 'vet', '25 g', 'waarvan verzadigd', '5 g', 'vezels', '6 g']","['glutenvrij', 'lactosevrij', 'oven', 'hoofdgerecht']","['trostomaat', 'rode ui', 'knoflook', 'citroen', 'milde olijfolie', 'scharrelkipdijfilet', 'Kalamata-olijven']",4,15,https://www.ah.nl/allerhande/recept/R-R1193892/traybake-van-geroosterde-paprika-en-kipdijfilet,https://static.ah.nl/static/recepten/img_RAM_PRD131926_1024x748_JPG.jpg
215,Volkorencouscoussalade met snijbonen en cashewnoten,"['energie', '465 kcal', 'koolhydraten', '64 g', 'waarvan suikers', '12 g', 'natrium', '40 mg', 'eiwit', '17 g', 'vet', '13 g', 'waarvan verzadigd', '3 g', 'vezels', '13 g']","['vegetarisch', 'gezond', 'oven', 'salade', 'hoofdgerecht']","['romaatjes', 'milde olijfolie', 'balsamicoazijn', 'biologische volkorencouscous', 'gesneden snijbonen', 'verse dille', 'halfvolle yoghurt', 'ongebrande cashewnoot']",4,25,https://www.ah.nl/allerhande/recept/R-R1193887/volkorencouscoussalade-met-snijbonen-en-cashewnoten,https://static.ah.nl/static/recepten/img_RAM_PRD148062_1024x748_JPG.jpg
216,Geroosterde spitskool met miso-pindasaus,"['energie', '590 kcal', 'koolhydraten', '52 g', 'waarvan suikers', '13 g', 'natrium', '560 mg', 'eiwit', '16 g', 'vet', '33 g', 'waarvan verzadigd', '4 g', 'vezels', '10 g']","['veganistisch', 'glutenvrij', 'lactosevrij', 'oven', 'aziatisch', 'hoofdgerecht']","['sesamolie', 'hazelnoten', 'iets kruimige aardappelen', 'limoen', 'misopasta', 'rijstazijn', 'sriracha', '100% pindakaas', 'water', 'verse platte peterselie']",4,20,https://www.ah.nl/allerhande/recept/R-R1193879/geroosterde-spitskool-met-miso-pindasaus,https://static.ah.nl/static/recepten/img_RAM_PRD131890_1024x748_JPG.jpg
217,Geroosterde bloemkool met biet-tahinsaus,"['energie', '390 kcal', 'koolhydraten', '12 g', 'waarvan suikers', '10 g', 'natrium', '720 mg', 'eiwit', '14 g', 'vet', '30 g', 'waarvan verzadigd', '11 g', 'vezels', '7 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['verse platte peterselie', 'roomkaas', 'milde olijfolie', 'groentebouillontablet', 'bloemkool', 'pijnboompitten', 'geraspte bieten', 'zachte geitenkaas', 'tahin', 'citroensap', 'veldsla']",4,20,https://www.ah.nl/allerhande/recept/R-R1193875/geroosterde-bloemkool-met-biet-tahinsaus,https://static.ah.nl/static/recepten/img_RAM_PRD131920_1024x748_JPG.jpg
218,"Filodeegtaart met radijs, spinazie en ricotta","['energie', '520 kcal', 'koolhydraten', '28 g', 'waarvan suikers', '5 g', 'natrium', '840 mg', 'eiwit', '24 g', 'vet', '34 g', 'waarvan verzadigd', '18 g', 'vezels', '3 g']","['zonder vlees/vis', 'budget', 'oven', 'quiche', 'hoofdgerecht']","['ongezouten roomboter', 'radijs', 'paneermeel', 'milde olijfolie', 'verse spinazie', 'Pecorino Romano', 'middelgroot ei', 'ricotta']",4,30,https://www.ah.nl/allerhande/recept/R-R1193874/filodeegtaart-met-radijs-spinazie-en-ricotta,https://static.ah.nl/static/recepten/img_RAM_PRD131919_1024x748_JPG.jpg
219,"Ovenrijst met tuinbonen, artisjok en sardines","['energie', '605 kcal', 'koolhydraten', '67 g', 'waarvan suikers', '6 g', 'natrium', '800 mg', 'eiwit', '15 g', 'vet', '29 g', 'waarvan verzadigd', '5 g', 'vezels', '9 g']","['vooraf te maken', 'budget', 'oven', 'rijst', 'hoofdgerecht']","['gele paprika', 'rode paprika', 'middelgrote ui', 'risottorijst', 'gegrilde artisjok in olie', 'diepvries tuinbonen', 'water', 'kippenbouillontablet', 'verse platte peterselie', 'sardines in olijfolie']",4,15,https://www.ah.nl/allerhande/recept/R-R1193869/ovenrijst-met-tuinbonen-artisjok-en-sardines,https://static.ah.nl/static/recepten/img_RAM_PRD131924_1024x748_JPG.jpg
220,Courgettetaart met haver fraîche,"['energie', '695 kcal', 'koolhydraten', '56 g', 'waarvan suikers', '16 g', 'natrium', '520 mg', 'eiwit', '15 g', 'vet', '44 g', 'waarvan verzadigd', '16 g', 'vezels', '8 g']","['lactosevrij', 'veganistisch', 'oven', 'quiche', 'hoofdgerecht']","['knoflook', 'citroen', 'courgette', 'verse tijm', 'verse platte peterselie', 'milde olijfolie', 'diepvries tuinerwten', 'haver fraîche', 'hummus naturel', 'paneermeel', 'vers bladerdeeg']",4,30,https://www.ah.nl/allerhande/recept/R-R1193867/courgettetaart-met-haver-frai-che,https://static.ah.nl/static/recepten/img_RAM_PRD131901_1024x748_JPG.jpg
221,"Traybake met kikkererwten, gnocchi &amp; aubergine","['energie', '490 kcal', 'koolhydraten', '81 g', 'waarvan suikers', '28 g', 'natrium', '1160 mg', 'eiwit', '13 g', 'vet', '10 g', 'waarvan verzadigd', '1 g', 'vezels', '12 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['aubergine', 'puntpaprika', 'verse gember', 'verse tijm', 'kikkererwten in blik', 'cremaceto balsamico', 'sojasaus', 'gembersiroop', 'gnocchi', 'milde olijfolie']",4,15,https://www.ah.nl/allerhande/recept/R-R1193856/traybake-met-kikkererwten-gnocchi-en-aubergine,https://static.ah.nl/static/recepten/img_RAM_PRD131909_1024x748_JPG.jpg
222,Veggie mac and cheese,"['energie', '825 kcal', 'koolhydraten', '72 g', 'waarvan suikers', '11 g', 'natrium', '1160 mg', 'eiwit', '39 g', 'vet', '41 g', 'waarvan verzadigd', '15 g', 'vezels', '7 g']","['zonder vlees/vis', 'oven', 'amerikaans', 'pasta', 'hoofdgerecht']","['milde olijfolie', 'gemalen nootmuskaat', 'penne rigate', 'vegan reepjes spek', 'tarwebloem', 'volle melk', 'geraspte Goudse oude kaas 48+']",4,20,https://www.ah.nl/allerhande/recept/R-R1193854/veggie-mac-and-cheese,https://static.ah.nl/static/recepten/img_RAM_PRD131912_1024x748_JPG.jpg
223,"Tortilla's met zoete aardappel, avocado &amp; pulled vega stukjes","['energie', '875 kcal', 'koolhydraten', '76 g', 'waarvan suikers', '14 g', 'natrium', '800 mg', 'eiwit', '20 g', 'vet', '52 g', 'waarvan verzadigd', '6 g', 'vezels', '12 g']","['lactosevrij', 'vegetarisch', 'oven', 'mexicaans', 'wrap', 'hoofdgerecht']","['picadillo', 'milde olijfolie', 'komkommer', 'rode ui', 'verse koriander', 'limoen', 'eetrijpe avocado', 'mayonaise', 'water', 'stukjes als van kip', 'Remia Black Jack smokey bbq', 'gordita']",4,30,https://www.ah.nl/allerhande/recept/R-R1193853/tortilla-s-met-zoete-aardappel-avocado-en-pulled-vega-stukjes,https://static.ah.nl/static/recepten/img_RAM_PRD131908_1024x748_JPG.jpg
224,Gehaktballetjes in pittige tomatensaus uit de oven,"['energie', '715 kcal', 'koolhydraten', '30 g', 'waarvan suikers', '15 g', 'natrium', '880 mg', 'eiwit', '42 g', 'vet', '46 g', 'waarvan verzadigd', '18 g', 'vezels', '7 g']","['glutenvrij', 'oven', 'amerikaans', 'hoofdgerecht']","['half-om-halfgehakt', 'middelgroot ei', 'Amerikaanse hamburgerkruiden', 'geraspte cheddar', 'milde olijfolie', 'rode paprika', 'jalapeñopeper in pot', 'passata di pomodoro', 'tortillachips']",4,30,https://www.ah.nl/allerhande/recept/R-R1193783/gehaktballetjes-in-pittige-tomatensaus-uit-de-oven,https://static.ah.nl/static/recepten/img_RAM_PRD131092_1024x748_JPG.jpg
225,Quiche met broccoli en gerookte zalm,"['energie', '585 kcal', 'koolhydraten', '29 g', 'waarvan suikers', '5 g', 'natrium', '800 mg', 'eiwit', '30 g', 'vet', '37 g', 'waarvan verzadigd', '18 g', 'vezels', '6 g']","['zonder vlees', 'oven', 'quiche', 'hoofdgerecht']","['middelgroot ei', 'zuivelspread light bieslook', 'broccoli', 'warmgerookte zalmflakes']",4,15,https://www.ah.nl/allerhande/recept/R-R1193780/quiche-met-broccoli-en-gerookte-zalm,https://static.ah.nl/static/recepten/img_RAM_PRD131114_1024x748_JPG.jpg
226,Witte asperges ovenschotel met carbonara-saus,"['energie', '475 kcal', 'koolhydraten', '41 g', 'waarvan suikers', '8 g', 'natrium', '800 mg', 'eiwit', '19 g', 'vet', '25 g', 'waarvan verzadigd', '13 g', 'vezels', '6 g']","['glutenvrij', 'oven', 'hoofdgerecht']","['koelverse aardappelpuree', 'verse pastasaus carbonara', 'Parmigiano Reggiano', 'verse platte peterselie']",2,15,https://www.ah.nl/allerhande/recept/R-R1193778/witte-asperges-ovenschotel-met-carbonara-saus,https://static.ah.nl/static/recepten/img_RAM_PRD131112_1024x748_JPG.jpg
227,Bloemkoolbodemquiche met groente en kokosmelk,"['energie', '420 kcal', 'koolhydraten', '12 g', 'waarvan suikers', '8 g', 'natrium', '440 mg', 'eiwit', '21 g', 'vet', '30 g', 'waarvan verzadigd', '13 g', 'vezels', '9 g']","['zonder vlees/vis', 'budget', 'oven', 'quiche', 'hoofdgerecht']","['koelverse bloemkoolrijst', 'amandelmeel', 'middelgroot ei', 'zonnebloemolie', 'wokgroente Chinees', 'soto kruiden', 'kokosmelk']",4,25,https://www.ah.nl/allerhande/recept/R-R1193759/bloemkoolbodemquiche-met-groente-en-kokosmelk,https://static.ah.nl/static/recepten/img_RAM_PRD130988_1024x748_JPG.jpg
228,Paprika's met bonenvulling,"['energie', '790 kcal', 'koolhydraten', '71 g', 'waarvan suikers', '11 g', 'natrium', '440 mg', 'eiwit', '28 g', 'vet', '41 g', 'waarvan verzadigd', '13 g', 'vezels', '12 g']","['glutenvrij', 'zonder vlees/vis', 'oven', 'mexicaans', 'midden-amerika', 'hoofdgerecht']","['milde olijfolie', 'basmatirijst', 'zwarte bonen', 'ongezouten walnoten', 'ricotta', 'Mexicaanse bonenkruiden', 'red Mexican salsa', 'tomatenblokjes in blik', 'mozzarella', 'verse koriander']",4,20,https://www.ah.nl/allerhande/recept/R-R1193753/paprika-s-met-bonenvulling,https://static.ah.nl/static/recepten/img_RAM_PRD131002_1024x748_JPG.jpg
229,Bieten-geitenkaastaartjes met pastinaak &amp; rucola,"['energie', '475 kcal', 'koolhydraten', '26 g', 'natrium', '320 mg', 'eiwit', '25 g', 'vet', '28 g', 'waarvan verzadigd', '9 g', 'vezels', '10 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['rode ui', 'pastinaak', 'citroen', 'middelgroot ei', 'magere melk', 'geraspte belegen geitenkaas 50+', 'pijnboompitten', 'rucola']",4,15,https://www.ah.nl/allerhande/recept/R-R1193749/bieten-geitenkaastaartjes-met-pastinaak-en-rucola,https://static.ah.nl/static/recepten/img_RAM_PRD130962_1024x748_JPG.jpg
230,Geroosterde bloemkool met groentefriet en sla ,"['energie', '815 kcal', 'koolhydraten', '56 g', 'waarvan suikers', '14 g', 'natrium', '480 mg', 'eiwit', '18 g', 'vet', '55 g', 'waarvan verzadigd', '12 g', 'vezels', '13 g']","['vegetarisch', 'glutenvrij', 'oven', 'hoofdgerecht']","['al-andalus', 'milde olijfolie', 'zoete-aardappelfriet', 'hazelnoten', 'kropsla', 'citroen', 'honing', 'feta 50+']",4,15,https://www.ah.nl/allerhande/recept/R-R1193704/geroosterde-bloemkool-met-groentefriet-en-sla,https://static.ah.nl/static/recepten/img_RAM_PRD130987_1024x748_JPG.jpg
231,"Quiche met groene asperges, bloemkool en feta","['energie', '505 kcal', 'koolhydraten', '31 g', 'waarvan suikers', '6 g', 'natrium', '560 mg', 'eiwit', '22 g', 'vet', '31 g', 'waarvan verzadigd', '19 g', 'vezels', '4 g']","['vegetarisch', 'vooraf te maken', 'oven', 'quiche', 'hoofdgerecht']","['groene asperges', 'citroen', 'middelgroot ei', 'ricotta', 'AH Biologische feta 50+', 'koelverse bloemkoolrijst']",4,15,https://www.ah.nl/allerhande/recept/R-R1193682/quiche-met-groene-asperges-bloemkool-en-feta,https://static.ah.nl/static/recepten/img_RAM_PRD131008_1024x748_JPG.jpg
232,Runderballetjes met broccoli &amp; kikkererwten uit de oven,"['energie', '665 kcal', 'koolhydraten', '30 g', 'natrium', '720 mg', 'eiwit', '37 g', 'vet', '40 g', 'waarvan verzadigd', '111 g', 'vezels', '17 g']","['oven', 'midden-oosters', 'hoofdgerecht']","['kikkererwten in blik', 'broccoli', 'ras el hanout', 'milde olijfolie', 'verse peterselie', 'hummus']",4,15,https://www.ah.nl/allerhande/recept/R-R1193666/runderballetjes-met-broccoli-en-kikkererwten-uit-de-oven,https://static.ah.nl/static/recepten/img_RAM_PRD130689_1024x748_JPG.jpg
233,Indiase frittata met kokosmelk &amp; room,"['energie', '675 kcal', 'koolhydraten', '78 g', 'natrium', '680 mg', 'eiwit', '25 g', 'vet', '26 g', 'waarvan verzadigd', '12 g', 'vezels', '12 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['verse gesneden hutspotgroenten', 'salade-ui', 'verse koriander', 'scharrelei', 'kokosmelk', 'garam masala', 'naanbrood', 'mangochutney']",4,15,https://www.ah.nl/allerhande/recept/R-R1193665/indiase-frittata-met-kokosmelk-en-room,https://static.ah.nl/static/recepten/img_RAM_PRD130688_1024x748_JPG.jpg
234,Vega burger met groentefriet,"['energie', '865 kcal', 'koolhydraten', '89 g', 'waarvan suikers', '15 g', 'natrium', '1280 mg', 'eiwit', '31 g', 'vet', '40 g', 'waarvan verzadigd', '6 g', 'vezels', '12 g']","['vegetarisch', 'oven', 'amerikaans', 'brood/sandwiches', 'hoofdgerecht']","['milde olijfolie', 'kropje babyromainesla', 'vegetarische burger deluxe', 'kaas-uienbol', 'AH Biologisch grove mosterd', 'mayonaise', 'zoetzure augurkenschijven']",4,15,https://www.ah.nl/allerhande/recept/R-R1193655/vega-burger-met-groentefriet,https://static.ah.nl/static/recepten/img_RAM_PRD131911_1024x748_JPG.jpg
235,Aubergineschnitzels met mosterdsaus,"['energie', '530 kcal', 'koolhydraten', '64 g', 'waarvan suikers', '8 g', 'natrium', '760 mg', 'eiwit', '13 g', 'vet', '23 g', 'waarvan verzadigd', '4 g', 'vezels', '7 g']","['vegetarisch', 'budget', 'oven', 'hoofdgerecht']","['knoflook', 'tarwebloem', 'gedroogde tijm', 'gedroogde rozemarijn', 'gedroogde oregano', 'panko', 'middelgroot ei', 'halfvolle melk', 'milde olijfolie', 'diepvries ovenfriet', 'citroen', 'mosterd', 'vloeibare honing', 'yoghurt', 'botersla']",4,25,https://www.ah.nl/allerhande/recept/R-R1193653/aubergineschnitzels-met-mosterdsaus,https://static.ah.nl/static/recepten/img_RAM_PRD131885_1024x748_JPG.jpg
236,"Traybake met ovengroente, tomaat en ricotta","['energie', '410 kcal', 'koolhydraten', '42 g', 'waarvan suikers', '15 g', 'natrium', '200 mg', 'eiwit', '11 g', 'vet', '20 g', 'waarvan verzadigd', '7 g', 'vezels', '10 g']","['glutenvrij', 'zonder vlees/vis', 'oven', 'hoofdgerecht']","['ovengroente courgette, rode paprika en peen', 'voorgekookte krieltjes', 'romaatjes', 'ricotta', 'milde olijfolie', 'chilivlokken', 'gedroogde oregano', 'zout']",4,10,https://www.ah.nl/allerhande/recept/R-R1193651/traybake-met-ovengroente-tomaat-en-ricotta,https://static.ah.nl/static/recepten/img_RAM_PRD151851_1024x748_JPG.jpg
237,Tortellini-ovenschotel met pesto &amp; geroosterde tomaatjes ,"['energie', '805 kcal', 'koolhydraten', '80 g', 'waarvan suikers', '15 g', 'natrium', '1600 mg', 'eiwit', '47 g', 'vet', '31 g', 'waarvan verzadigd', '14 g', 'vezels', '9 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['courgette', 'mozzarella', 'kookzuivel', 'broccolirijst', 'scharrel gebraden kipfiletreepjes Italiaans', 'pesto alla Genovese', 'cherrytomaten aan de tak']",4,20,https://www.ah.nl/allerhande/recept/R-R1193646/tortellini-ovenschotel-met-pesto-en-geroosterde-tomaatjes,https://static.ah.nl/static/recepten/img_RAM_PRD131976_1024x748_JPG.jpg
238,Groentepizza margherita met basilicum &amp; broccoli-olijvensalade,"['energie', '795 kcal', 'koolhydraten', '92 g', 'natrium', '960 mg', 'eiwit', '31 g', 'vet', '31 g', 'waarvan verzadigd', '10 g', 'vezels', '12 g']","['zonder vlees/vis', 'oven', 'italiaans', 'hoofdgerecht']","['mozzarella', 'Magioni super green pizzabodem', 'tomatenpuree', 'gedroogde tijm', 'broccoli', 'AH Biologische koelvers Griekse kalamon-olijf', 'verse basilicum', 'traditionele olijfolie', 'balsamicoazijn']",4,10,https://www.ah.nl/allerhande/recept/R-R1193642/groentepizza-margherita-met-basilicum-en-broccoli-olijvensalade,https://static.ah.nl/static/recepten/img_RAM_PRD130266_1024x748_JPG.jpg
239,Pasta pesto uit de oven met tonijn &amp; courgette,"['energie', '735 kcal', 'koolhydraten', '69 g', 'natrium', '520 mg', 'eiwit', '28 g', 'vet', '37 g', 'waarvan verzadigd', '13 g', 'vezels', '5 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['biologische ui', 'knoflook', 'courgette', 'milde olijfolie', 'biologische citroen', 'crème fraîche', 'pesto alla Genovese', 'tonijnmoot in olijfolie']",4,15,https://www.ah.nl/allerhande/recept/R-R1193640/pasta-pesto-uit-de-oven-met-tonijn-en-courgette,https://static.ah.nl/static/recepten/img_RAM_PRD130267_1024x748_JPG.jpg
240,Geroosterde mediterrane paprika’s met geitenkaas en linzen,"['energie', '450 kcal', 'koolhydraten', '46 g', 'waarvan suikers', '24 g', 'natrium', '280 mg', 'eiwit', '22 g', 'vet', '16 g', 'waarvan verzadigd', '9 g', 'vezels', '16 g']","['glutenvrij', 'vegetarisch', 'oven', 'hoofdgerecht']","['knoflook', 'milde olijfolie', 'Euroma Franse ratatouille-kruiden', 'tomatenblokjes in blik', 'paprika', 'linzen in blik', 'courgette', 'verse geitenkaas naturel']",4,20,https://www.ah.nl/allerhande/recept/R-R1193625/geroosterde-mediterrane-paprika-s-met-geitenkaas-en-linzen,https://static.ah.nl/static/recepten/img_RAM_PRD130658_1024x748_JPG.jpg
241,Griekse rijstschotel uit de oven,"['energie', '605 kcal', 'koolhydraten', '58 g', 'waarvan suikers', '15 g', 'natrium', '1080 mg', 'eiwit', '27 g', 'vet', '28 g', 'waarvan verzadigd', '11 g', 'vezels', '8 g']","['glutenvrij', 'oven', 'grieks', 'rijst', 'hoofdgerecht']","['milde olijfolie', 'Provençaalse roerbakmix', 'gedroogde oregano', 'kipgehakt gekruid', 'Lassie halfvolkorenrijst', 'biologische passata di pomodoro', 'heet water', 'AH Biologisch feta']",4,15,https://www.ah.nl/allerhande/recept/R-R1193623/griekse-rijstschotel-uit-de-oven,https://static.ah.nl/static/recepten/img_RAM_PRD130659_1024x748_JPG.jpg
242,Zoete aardappel met falafel &amp; knapperige rauwkostsalade,"['energie', '815 kcal', 'koolhydraten', '100 g', 'natrium', '1200 mg', 'eiwit', '18 g', 'vet', '33 g', 'waarvan verzadigd', '4 g', 'vezels', '23 g']","['vegetarisch', 'oven', 'hoofdgerecht']","['rode ui', 'gemalen komijn', 'arachideolie', 'winterpeen', 'citroen', 'biologische gesneden rodekool', 'falafel', 'hummus naturel']",4,15,https://www.ah.nl/allerhande/recept/R-R1193621/zoete-aardappel-met-falafel-en-knapperige-rauwkostsalade,https://static.ah.nl/static/recepten/img_RAM_PRD130141_1024x748_JPG.jpg
243,Eenpersoons leftover pasta ovenschotel,"['energie', '770 kcal', 'koolhydraten', '48 g', 'waarvan suikers', '9 g', 'natrium', '1160 mg', 'eiwit', '45 g', 'vet', '43 g', 'waarvan verzadigd', '22 g', 'vezels', '7 g']","['oven', 'italiaans', 'pasta', 'hoofdgerecht']","['knoflook', 'mozzarella', 'chorizoblokje', 'babyspinazie', 'pasta']",1,10,https://www.ah.nl/allerhande/recept/R-R1193606/eenpersoons-leftover-pasta-ovenschotel,https://static.ah.nl/static/recepten/img_RAM_PRD130169_1024x748_JPG.jpg
244,"Taco’s met groente, kidneybonen en avocado","['energie', '785 kcal', 'koolhydraten', '63 g', 'waarvan suikers', '13 g', 'natrium', '760 mg', 'eiwit', '28 g', 'vet', '44 g', 'waarvan verzadigd', '15 g', 'vezels', '13 g']","['zonder vlees/vis', 'oven', 'mexicaans', 'hoofdgerecht']","['bloemkool', 'broccoli', 'milde olijfolie', 'kidneybonen', 'gemalen komijn', 'Griekse yoghurt 0%', 'sriracha', 'feta', 'avocado', 'tomaat', 'tortillawrap']",4,10,https://www.ah.nl/allerhande/recept/R-R1193603/taco-s-met-groente-kidneybonen-en-avocado,https://static.ah.nl/static/recepten/img_RAM_PRD130124_1024x748_JPG.jpg
245,Drumsticks met geroosterde aardappeltjes en sla,"['energie', '650 kcal', 'koolhydraten', '54 g', 'waarvan suikers', '8 g', 'natrium', '240 mg', 'eiwit', '40 g', 'vet', '30 g', 'waarvan verzadigd', '6 g', 'vezels', '6 g']","['lactosevrij', 'budget', 'oven', 'hoofdgerecht']","['milde olijfolie', 'kipdrumstick', 'iets kruimige aardappelen', 'rode ui', 'AH BASIC kristalsuiker', 'milde mosterd', 'kropsla']",4,10,https://www.ah.nl/allerhande/recept/R-R1193601/drumsticks-met-geroosterde-aardappeltjes-en-sla,https://static.ah.nl/static/recepten/img_RAM_PRD130105_1024x748_JPG.jpg
246,Kaasfondue met broccoli &amp; brood,"['energie', '700 kcal', 'koolhydraten', '48 g', 'natrium', '920 mg', 'eiwit', '32 g', 'vet', '38 g', 'waarvan verzadigd', '19 g', 'vezels', '8 g']","['zonder vlees/vis', 'snel', 'oven', 'hoofdgerecht']","['champignons', 'milde olijfolie', 'broccoli', 'knoflook', 'witte wijn', 'Zaanlander fondue', 'gemalen nootmuskaat', 'cherrytomaten']",4,10,https://www.ah.nl/allerhande/recept/R-R1193589/kaasfondue-met-broccoli-en-brood,https://static.ah.nl/static/recepten/img_RAM_PRD130087_1024x748_JPG.jpg
247,Italiaanse aardappelschotel met geraspte kaas &amp; tomaat,"['energie', '610 kcal', 'koolhydraten', '57 g', 'natrium', '440 mg', 'eiwit', '25 g', 'vet', '29 g', 'waarvan verzadigd', '15 g', 'vezels', '9 g']","['zonder vlees/vis', 'oven', 'italiaans', 'hoofdgerecht']","['Italiaanse roerbakgroente fijngesneden', 'gedroogde Italiaanse kruiden', 'tomaat', 'kookzuivel', 'De Zaanse Hoeve geraspte kaas mild 45+', 'AH Biologisch aardappelschijfjes']",4,10,https://www.ah.nl/allerhande/recept/R-R1193587/italiaanse-aardappelschotel-met-geraspte-kaas-en-tomaat,https://static.ah.nl/static/recepten/img_RAM_PRD130086_1024x748_JPG.jpg
